Date,Open,High,Low,Close,Adj Close,Volume
2007-07-01,40.529999,40.669998,40.046001,40.397999,40.397999,0
2007-08-01,40.400002,41.615002,40.115002,40.575001,40.575001,0
2007-09-01,40.575001,40.947498,39.425999,39.575001,39.575001,0
2007-10-01,39.580002,39.900002,39.028999,39.174000,39.174000,0
2007-11-01,39.180000,39.884998,38.979000,39.455002,39.455002,0
2007-12-01,39.455002,39.632500,39.169998,39.244999,39.244999,0
2008-01-01,39.419998,39.759998,39.064999,39.313999,39.313999,0
2008-02-01,39.244999,40.209999,39.055000,39.910000,39.910000,0
2008-03-01,40.169998,40.810001,39.615002,39.889000,39.889000,0
2008-04-01,39.820000,40.564999,39.646999,40.386002,40.386002,0
2008-05-01,40.509998,43.169998,40.435001,42.084999,42.084999,0
2008-06-01,42.084999,43.020000,42.084999,42.852001,42.852001,0
2008-07-01,43.165001,43.389999,41.794998,42.433998,42.433998,0
2008-08-01,43.955002,44.062500,43.430000,43.625000,43.625000,0
2008-09-01,43.930000,47.033001,43.869999,46.601002,46.601002,0
2008-10-01,46.467999,50.255001,46.147999,49.403000,49.403000,0
2008-11-01,49.403000,50.613998,46.849998,49.568001,49.568001,0
2008-12-01,50.119999,50.557999,46.587002,48.064999,48.064999,0
2009-01-01,48.064999,49.283001,48.022999,48.733002,48.733002,0
2009-02-01,48.733002,51.123001,48.373001,50.893002,50.893002,0
2009-03-01,50.893002,52.160000,50.070000,50.784000,50.784000,0
2009-04-01,50.873001,50.873001,49.167000,49.188000,49.188000,0
2009-05-01,49.717999,50.029999,46.930000,47.112999,47.112999,0
2009-06-01,47.112999,48.928001,46.714001,47.800999,47.800999,0
2009-07-01,47.803001,49.428001,47.625999,47.625999,47.625999,0
2009-08-01,47.625999,48.983002,47.272999,48.750000,48.750000,0
2009-09-01,48.811001,48.919998,47.717999,47.810001,47.810001,0
2009-10-01,47.810001,47.910000,45.799999,46.917999,46.917999,0
2009-11-01,46.903000,47.438000,45.840000,46.458000,46.458000,0
2009-12-01,46.458000,46.958000,46.000000,46.400002,46.400002,0
2010-01-01,46.400002,46.645000,45.223000,46.098000,46.098000,0
2010-02-01,46.098000,46.868000,45.900002,46.068001,46.068001,0
2010-03-01,45.967999,46.133999,44.790001,44.799999,44.799999,0
2010-04-01,44.733002,44.889999,44.119999,44.250000,44.250000,0
2010-05-01,44.217999,47.730000,44.217999,46.358002,46.358002,0
2010-06-01,46.358002,47.400002,45.540001,46.400002,46.400002,0
2010-07-01,46.678001,47.428001,46.080002,46.360001,46.360001,0
2010-08-01,46.368000,47.103001,45.939999,46.873001,46.873001,0
2010-09-01,47.028000,47.028000,44.563000,44.689999,44.689999,0
2010-10-01,44.939999,44.939999,42.209999,44.419998,44.419998,0
2010-11-01,44.320000,46.110001,43.840000,45.799999,45.799999,0
2010-12-01,45.770000,45.810001,44.500000,44.810001,44.810001,0
2011-01-01,44.818001,46.009998,44.599998,45.838001,45.838001,0
2011-02-01,45.799999,45.865002,44.917999,45.250000,45.250000,0
2011-03-01,45.259998,45.360001,44.389999,44.610001,44.610001,0
2011-04-01,44.548000,44.689999,43.930000,44.299999,44.299999,0
2011-05-01,44.215000,45.419998,44.215000,45.083000,45.083000,0
2011-06-01,44.959999,45.130001,44.549999,44.759998,44.759998,0
2011-07-01,44.592999,44.750000,43.852501,44.009998,44.009998,0
2011-08-01,44.180000,46.200001,44.025002,45.939999,45.939999,0
2011-09-01,45.662998,49.889999,40.700001,48.860001,48.860001,0
2011-10-01,49.450001,50.313000,48.603001,48.627998,48.627998,0
2011-11-01,48.689999,52.720001,48.689999,51.903000,51.903000,0
2011-12-01,51.730000,54.303001,51.049999,53.000000,53.000000,0
2012-01-01,53.099998,53.330002,49.294998,52.493000,52.493000,0
2012-02-01,49.500000,49.750000,48.549999,49.068001,49.068001,0
2012-03-01,49.075001,51.480000,48.900002,50.868000,50.868000,0
2012-04-01,50.813000,52.860001,50.509998,52.537998,52.537998,0
2012-05-01,52.580002,56.487999,52.500000,56.228001,56.228001,0
2012-06-01,56.237999,57.330002,54.349998,55.502998,55.502998,0
2012-07-01,55.570000,56.428001,54.169998,55.423000,55.423000,0
2012-08-01,55.647999,56.193001,54.900002,55.627998,55.627998,0
2012-09-01,55.518002,56.020000,52.498001,52.848000,52.848000,0
2012-10-01,52.848000,54.200001,51.403000,53.958000,53.958000,0
2012-11-01,53.823002,55.869999,53.599998,54.838001,54.838001,0
2012-12-01,54.257999,55.268002,54.022999,54.752998,54.752998,0
2013-01-01,54.993000,55.368000,53.068001,53.303001,53.303001,0
2013-02-01,53.213001,54.612999,52.882999,53.858002,53.858002,0
2013-03-01,54.362999,55.130001,53.897999,54.278000,54.278000,0
2013-04-01,54.279999,54.923000,53.678001,54.228001,54.228001,0
2013-05-01,53.748001,56.748001,53.599998,56.377998,56.377998,0
2013-06-01,56.500000,60.748001,56.307999,59.526001,59.526001,0
2013-07-01,59.526001,61.384998,58.560001,60.807999,60.807999,0
2013-08-01,60.630001,69.209999,60.200001,65.697998,65.697998,0
2013-09-01,66.589996,68.610001,61.599998,62.910000,62.910000,0
2013-10-01,62.580002,63.450001,59.889999,61.320000,61.320000,0
2013-11-01,62.220001,63.959999,61.430000,62.391998,62.391998,0
2013-12-01,62.391998,62.650002,60.730000,61.779999,61.779999,0
2014-01-01,61.840000,63.380001,61.139999,62.310001,62.310001,0
2014-02-01,62.678001,62.869999,61.630001,62.020000,62.020000,0
2014-03-01,61.787998,62.169998,59.639999,59.840000,59.840000,0
2014-04-01,60.007999,61.200001,59.592999,60.417999,60.417999,0
2014-05-01,60.119999,60.338001,58.169998,58.900002,58.900002,0
2014-06-01,59.188000,60.529999,58.770000,60.037998,60.037998,0
2014-07-01,60.053001,60.880001,59.240002,60.250000,60.250000,0
2014-08-01,60.548000,61.720001,60.270000,60.513000,60.513000,0
2014-09-01,60.513000,62.009998,60.070000,61.553001,61.553001,0
2014-10-01,61.820000,62.000000,60.740002,61.432999,61.432999,0
2014-11-01,61.397999,62.240002,61.169998,61.853001,61.853001,0
2014-12-01,62.202999,63.950001,54.700001,63.377998,63.377998,0
2015-01-01,63.028000,63.618000,61.070000,62.013000,62.013000,0
2015-02-01,62.013000,62.529999,61.270000,61.754002,61.754002,0
2015-03-01,61.651001,63.080002,61.630001,62.508999,62.508999,0
2015-04-01,62.313000,63.779999,61.509998,63.442001,63.442001,0
2015-05-01,63.522999,64.419998,62.830002,63.825001,63.825001,0
2015-06-01,63.736000,64.315002,63.360001,63.723999,63.723999,0
2015-07-01,63.590000,64.263000,63.209999,64.117996,64.117996,0
2015-08-01,63.980000,67.059998,63.470001,66.142998,66.142998,0
2015-09-01,66.349998,66.905998,65.309998,65.919998,65.919998,0
2015-10-01,65.547997,65.720001,64.550003,65.444000,65.444000,0
2015-11-01,65.415001,66.910004,65.260002,66.900002,66.900002,0
2015-12-01,66.508003,67.172997,65.660004,66.455002,66.455002,0
2016-01-01,66.193001,68.235001,66.029999,68.093002,68.093002,0
2016-02-01,67.870003,68.901001,67.309998,68.730003,68.730003,0
2016-03-01,68.218002,68.329002,65.940002,66.367996,66.367996,0
2016-04-01,66.248001,66.849998,65.610001,66.417999,66.417999,0
2016-05-01,66.417999,67.779999,66.010002,67.133003,67.133003,0
2016-06-01,67.193001,68.203003,66.370003,67.416000,67.416000,0
2016-07-01,67.500999,67.589996,66.599998,66.648003,66.648003,0
2016-08-01,66.648003,67.239998,66.529999,67.126602,67.126602,0
2016-09-01,66.963997,67.150002,66.070000,66.816299,66.816299,0
2016-10-01,66.546501,66.992500,66.349998,66.781403,66.781403,0
2016-11-01,66.665001,68.894997,66.205002,68.608002,68.608002,0
2016-12-01,68.584999,68.587997,67.307999,67.944801,67.944801,0
2017-01-01,67.944801,68.492996,67.320000,67.820999,67.820999,0
2017-02-01,67.469398,67.678001,66.519997,66.693199,66.693199,0
2017-03-01,66.705002,66.889999,64.739998,64.790001,64.790001,0
2017-04-01,64.796700,65.192497,63.928001,64.258301,64.258301,0
2017-05-01,64.280502,65.139999,63.880001,64.618599,64.618599,0
2017-06-01,64.500504,64.839996,64.019997,64.785103,64.785103,0
2017-07-01,64.606796,64.900002,64.050003,64.123497,64.123497,0
2017-08-01,64.190002,64.349998,63.563000,63.976200,63.976200,0
2017-09-01,63.925499,65.889999,63.770000,65.360001,65.360001,0
2017-10-01,65.293297,65.680000,64.599998,64.842400,64.842400,0
2017-11-01,64.670097,65.580002,64.269997,64.414803,64.414803,0
2017-12-01,64.499603,64.690002,63.790001,63.840801,63.840801,0
2018-01-01,63.840801,64.129997,63.209999,63.769901,63.769901,0
2018-02-01,63.665001,65.599998,63.542999,64.910004,64.910004,0
2018-03-01,65.239998,65.400002,64.669998,65.069801,65.069801,0
2018-04-01,65.069801,67.120003,64.805000,66.610001,66.610001,0
2018-05-01,66.450302,68.540001,66.330002,67.430000,67.430000,0
2018-06-01,67.420502,69.209999,66.790001,68.796700,68.796700,0
2018-07-01,68.434998,69.239998,68.250000,68.684998,68.684998,0
2018-08-01,68.450500,71.190002,68.209999,71.404999,71.404999,0
2018-09-01,70.735001,73.250000,70.629997,72.510002,72.510002,0
2018-10-01,72.500504,74.900002,72.500504,73.650002,73.650002,0
2018-11-01,74.070000,74.075104,69.580002,69.919998,69.919998,0
2018-12-01,69.770500,72.699997,69.470001,69.922501,69.922501,0
2019-01-01,69.709999,71.570000,69.080002,71.120003,71.120003,0
2019-02-01,70.949997,71.900002,70.389999,71.190002,71.190002,0
2019-03-01,70.816002,71.199997,68.350502,69.430000,69.430000,0
2019-04-01,69.430000,70.540001,68.377998,69.811798,69.811798,0
2019-05-01,69.637497,70.959999,69.062500,69.980003,69.980003,0
2019-06-01,69.804001,70.112503,68.869003,69.324997,69.324997,0
2019-07-01,68.940498,69.357498,68.202301,69.077499,69.077499,0
2019-08-01,68.999901,72.334999,68.866997,71.680199,71.680199,0
2019-09-01,71.680298,72.620003,70.365997,70.498703,70.498703,0
2019-10-01,70.638000,71.760002,70.606499,70.989998,70.989998,0
2019-11-01,71.272499,72.360001,70.471497,71.722000,71.722000,0
2019-12-01,71.723000,71.959999,70.471001,71.310997,71.310997,0
2020-01-01,71.275803,72.500000,70.606499,71.639999,71.639999,0
2020-02-01,71.496498,72.815002,71.064003,72.150002,72.150002,0
2020-03-01,72.150002,77.754997,71.952499,75.400002,75.400002,0
2020-04-01,76.110001,77.684998,74.805000,75.258499,75.258499,0
2020-05-01,75.720001,76.550003,75.039497,75.513199,75.513199,0
2020-06-01,75.513199,76.654999,74.914398,75.699997,75.699997,0
2020-07-01,75.556999,75.750000,74.430298,74.989998,74.989998,0
2020-08-01,74.876900,75.364998,73.034500,73.128304,73.128304,0
2020-09-01,73.669998,74.222000,72.718498,73.845001,73.845001,0
2020-10-01,73.705002,74.702003,72.933998,74.264000,74.264000,0
2020-11-01,74.264000,75.000999,73.643097,73.940903,73.940903,0
2020-12-01,74.025200,74.269997,72.946602,73.134003,73.134003,0
2021-01-01,73.089203,73.778999,72.767502,72.906601,72.906601,0
2021-02-01,72.906601,74.178703,72.267998,73.595901,73.595901,0
2021-03-01,73.595901,74.125000,72.265999,73.445297,73.445297,0
2021-04-01,73.203499,75.724800,73.105003,74.105797,74.105797,0
2021-05-01,74.087997,74.494003,72.335800,72.393501,72.393501,0
2021-06-01,72.487198,74.544800,72.458000,74.287598,74.287598,0
2021-07-01,74.371101,75.205002,74.154404,74.251999,74.251999,0
2021-08-01,74.245003,74.650002,72.904800,73.411201,73.411201,0
2021-09-01,72.997101,74.564400,72.916000,74.321999,74.321999,0
2021-10-01,74.254402,75.699997,74.054604,74.797203,74.797203,0
2021-11-01,74.928398,75.206497,73.830299,75.054901,75.054901,0
2021-12-01,75.056198,76.482300,74.089996,74.431198,74.431198,0
2022-01-01,74.432297,75.366997,73.697502,75.039001,75.039001,0
2022-02-01,74.555702,75.901001,74.352997,75.068001,75.068001,0
2022-03-01,75.284798,77.373497,75.212196,75.827797,75.827797,0
2022-04-01,75.909203,77.038002,75.257500,76.588997,76.588997,0
2022-05-01,76.588997,78.095001,75.994003,77.520897,77.520897,0
2022-06-01,77.598999,79.108002,77.386200,78.898300,78.898300,0
2022-07-01,78.962997,80.271004,78.473000,79.571503,79.571503,0
2022-08-01,79.194801,80.160797,77.774300,79.682297,79.682297,0
2022-09-01,79.548798,82.112999,79.023003,81.480598,81.480598,0
2022-10-01,81.480598,83.386002,81.099800,82.239197,82.239197,0
2022-11-01,82.728996,83.070801,80.373100,81.630898,81.630898,0
2022-12-01,81.305298,83.035896,80.992996,82.739502,82.739502,0
2023-01-01,82.739502,83.030998,80.878502,81.579903,81.579903,0
2023-02-01,81.768402,83.080299,81.633003,82.652000,82.652000,0
2023-03-01,82.635399,83.012497,81.619003,82.100502,82.100502,0
2023-04-01,82.100502,82.485497,81.471497,81.745399,81.745399,0
2023-05-01,81.744797,82.949402,81.616997,82.683899,82.683899,0
2023-06-01,82.666801,82.711998,81.851303,82.075401,82.075401,0
2023-07-01,82.075401,82.823799,81.266899,82.252800,82.252800,0
2023-08-01,82.233299,84.929298,82.222000,82.700401,82.700401,0
2023-09-01,82.682404,83.402199,82.542397,83.193001,83.193001,0
2023-10-01,83.175301,84.696999,81.205002,83.296501,83.296501,0
2023-11-01,83.277199,83.525803,82.908997,83.330299,83.330299,0
2023-12-01,83.352699,83.460197,81.026001,82.302002,82.302002,0
2024-01-01,83.248596,83.360298,81.513702,83.109703,83.109703,0
2024-02-01,83.053596,83.123901,82.813004,82.911903,82.911903,0
2024-03-01,82.910400,83.715698,82.658997,83.392998,83.392998,0
2024-04-01,83.364799,83.739601,83.154999,83.402298,83.402298,0
2024-04-30,83.389999,83.525002,83.357002,83.449997,83.449997,0
